"studium_id";"zaverecna_prace_id";"cislo_terminu";"vedouci_jmeno";"navrh_znamky_vedouci";"oponent_jmeno";"navrh_znamky_oponent";"datum_obhajoby";"zaverecna_prace_hodnoceni";"nazev_cs";"nazev_en";"typ_prace";"jazyk_prace"
"16198806";"1124473721405";"1";"Ing. Jan Trávníček, Ph.D.";"1";"Ing. Ondřej Guth, Ph.D.";"1";"2020-06-16";"1";"Implementace vylepšených suffixových polí a jejich použití";"Enhanced suffix arrays implementation and its usage";"M";"EN"
"14245006";"1124473868705";"1";"Ing. Filip Křikava, Ph.D.";"1";"doc. Ing. Jan Janoušek, Ph.D.";"1";"2020-06-16";"1";"SWM - Simple Window Manager";"SWM - Simple Window Manager";"M";"EN"
"14250406";"1124473965005";"1";"Ing. Ondřej Guth, Ph.D.";"1";"Ing. Tomáš Pecka";"1";"2020-06-25";"1";"Implementace automatových algoritmů na hledání jader";"Implementation of automata-based algorithms for searching seeds";"B";"CS"
"14280906";"1125376934105";"1";"Ing. Lukáš Bařinka";"1";"Ing. Michal Šoch, Ph.D.";"1";"2020-06-16";"1";"Kontextová historie v shellu";"Contextual Shell History";"M";"EN"
"14267806";"1128380254905";"1";"Ing. Jan Trávníček, Ph.D.";"1.5";"Mgr. Petr Matyáš";"2";"2020-06-25";"2";"Implementace algoritmů vyhledávání v řetězcích s konstantní pracovní pamětí navíc";"Implementation of string searching algorithms with constant extra space complexity";"B";"CS"
"14302206";"1129887689505";"1";"RNDr. Kateřina Trlifajová, Ph.D.";"1";"doc. RNDr. Alena Šolcová, Ph.D.";"1.5";"2020-06-30";"1.5";"Cantor, Gödel, Turing a paradox lháře";"Cantor, Godel, Turing and the Liar Paradox";"B";"CS"
"12960206";"1130792801005";"1";"RNDr. Ondřej Suchý, Ph.D.";"1";"RNDr. Dušan Knop, Ph.D.";"1";"2020-06-30";"1";"Problém nejkratší cesty s minimální excentricitou vzhledem ke strukturálním parametrům";"Minimum Eccentricity Shortest Path Problem with Respect to Structural Parameters";"B";"EN"
"12991806";"1130794310605";"1";"Ing. Ondřej Guth, Ph.D.";"1";"Ing. Jan Trávníček, Ph.D.";"1.5";"2020-06-30";"1";"Zpracování POSIX regulárních výrazů";"POSIX Regex Matcher";"B";"CS"
"15625806";"1132903789405";"1";"Ing. Petr Máj";"1";"doc. Ing. Ivan Šimeček, Ph.D.";"1";"2020-06-16";"1";"Modulární a rozšiřitelný nástroj pro lokalizaci softwarových chyb";"A Modular and Extensible Tool for Software Fault Localization";"M";"EN"
"14316806";"1134949551305";"1";"Ing. Filip Křikava, Ph.D.";"1";"Ing. Michal Valenta, Ph.D.";"1";"2020-06-30";"1";"Analýza Scala programů pomocí Grafových Databází";"Analyze Scala Code Using Graph Database";"B";"EN"
"14957106";"1135243572705";"1";"Ing. Zdeněk Buk, Ph.D.";"1";"Ing. Michal Štepanovský, Ph.D.";"1.5";"2020-06-25";"1.5";"Klasifikace dokumentů pomocí metod strojového učení";"Documents classification using machine learning methods";"B";"EN"
"14264306";"1137014679005";"1";"Ing. Filip Naiser";"4";"doc. Ing. Jan Janoušek, Ph.D.";"4";"2020-09-08";"4";"Re-identifikace osob v systému kamer.";"Pedestrian reidentification in camera system";"B";"EN"
"14264306";"1137014679005";"1";"Ing. Filip Naiser";"4";"doc. Ing. Jan Janoušek, Ph.D.";"4";"2020-09-08";"4";"Re-identifikace osob v systému kamer.";"Pedestrian reidentification in camera system";"B";"EN"
"13000406";"1138194302205";"1";"Ing. Radomír Polách";"2";"Ing. Tomáš Pecka";"2";"2020-06-30";"2";"Transpilátor z jazyka PHP do jazyka Go";"PHP language to Go language transpiler";"B";"CS"
"15635706";"1138194346305";"1";"Ing. Radomír Polách";"2";"Ing. Jan Trávníček, Ph.D.";"2.5";"2020-09-01";"2";"Komprese souborů FASTQ";"FASTQ file compression";"M";"CS"
"14275406";"1153927638005";"1";"RNDr. Dušan Knop, Ph.D.";"1";"Ing. Radovan Červený";"1";"2020-06-25";"1";"Kernelizace problému maximálního řezu";"Kernels for the Max Cut problem";"B";"EN"
"15625606";"1153927649305";"1";"RNDr. Dušan Knop, Ph.D.";"1.5";"doc. Ing. Štěpán Starosta, Ph.D.";"2";"2020-09-01";"1.5";"Součtové grafy";"Sum Graphs";"M";"EN"
"16197006";"1156731820705";"1";"Ing. Jaroslav Kuchař, Ph.D.";"4";"prof. Ing. RNDr. Martin Holeňa, CSc.";"4";"2020-09-01";"4";"Zpracování toků krátkých textů v reálném čase";"Processing streams of short texts in real time";"M";"CS"
"16197006";"1156731820705";"1";"Ing. Jaroslav Kuchař, Ph.D.";"4";"prof. Ing. RNDr. Martin Holeňa, CSc.";"4";"2020-09-01";"4";"Zpracování toků krátkých textů v reálném čase";"Processing streams of short texts in real time";"M";"CS"
"3753506";"541575749905";"1";"Ing. Jiří Buček, Ph.D.";"1.5";"Ing. Jiří Kašpar";"2";"2015-06-22";"2";"Systém pro sledování výpůjček pomocí RFID";"System for Monitoring of Borrows Using RFID";"B";"SL"
"6811306";"574869755805";"1";"Ing. Martin Daňhel, Ph.D.";"3";"Ing. Filip Štěpánek";"2.5";"2015-06-09";"2.5";"Generátor prostředků vestavěné diagnostiky";"Built-in self-test generator";"M";"CS"
"8330706";"610507762805";"1";"Ing. Pavel Kubalík, Ph.D.";"1";"doc. Ing. Alois Pluháček, CSc.";"1";"2015-06-09";"1";"Multiplatformní grafická aplikace pro simulaci mikroprogramovaného procesoru DOP";"Cross-platform graphical simulator of micro-programmed processor DOP";"M";"CS"
"6276806";"613434219805";"1";"Ing. Matěj Bartík";"2.5";"doc. Ing. Jan Schmidt, Ph.D.";"2.5";"2015-06-22";"3";"Návrh uživatelského rozhraní pro vestavný systém";"Design of User Interface for Embedded System";"B";"CS"
"6276806";"613434219805";"1";"Ing. Matěj Bartík";"2.5";"doc. Ing. Jan Schmidt, Ph.D.";"2.5";"2015-06-22";"3";"Návrh uživatelského rozhraní pro vestavný systém";"Design of User Interface for Embedded System";"B";"CS"
"6252806";"614364504805";"1";"Ing. Miroslav Skrbek, Ph.D.";"1.5";"Ing. Jaroslav Borecký, Ph.D.";"1";"2015-06-22";"1";"Teremin pro robota NAO";"Theremin pro robota NAO";"B";"CS"
"6297206";"614833803405";"1";"Ing. Matěj Bartík";"1";"Ing. Jaroslav Borecký, Ph.D.";"1.5";"2015-06-22";"1.5";"Knihovna pro ovládání FM tuneru, teplotního senzoru a obvodu reálného času";"Library for controlling FM tuner, temperature sensor, and real-time clock";"B";"CS"
"6302906";"618847449205";"1";"Ing. Matěj Bartík";"1";"Ing. Tomáš Vaňát, Ph.D.";"1.5";"2016-06-23";"1.5";"Návrh a realizace desky plošných spojů pro vestavný systém - radiobudík";"Design and realization of printed circuit board for an embedded system - a radio alarm";"B";"CS"
"8329806";"623875081705";"1";"doc. Ing. Hana Kubátová, CSc.";"1.5";"";"1.5";"2016-02-16";"1.5";"Model VLIW procesoru";"VLIW Processor Model";"M";"CS"
"4758606";"624365045805";"1";"Ing. Pavel Kubalík, Ph.D.";"1.5";"Ing. Pavel Vít, Ph.D.";"1";"2015-06-22";"1";"Programovatelný stmívač světel pro domácí zvířata";"Programmable light dimmer for domestic animals";"B";"CS"
"5524806";"626326428605";"1";"Ing. Jaroslav Borecký, Ph.D.";"1";"Ing. Pavel Kubalík, Ph.D.";"1.5";"2015-06-22";"1";"Systém pro ovládání turniketů přes ethernet";"Embedded system for controlling turnstiles over ethernet";"B";"CS"
"8323406";"628778123305";"1";"";"1";"doc. Ing. Jiří Douša, CSc.";"1";"2015-06-09";"1";"Návrh verifikačního prostředí pro inteligentní sensor";"Design of a verification environment for a smart sensor";"M";"EN"
"8328506";"628779407005";"1";"Ing. Jiří Buček, Ph.D.";"1.5";"Ing. Filip Štěpánek";"1.5";"2016-06-15";"1";"Emulátor bezkontaktní čipové karty v FPGA";"Contactless Smart Card Emulator in FPGA";"M";"CS"
"6318006";"630015597105";"1";"Ing. Pavel Kubalík, Ph.D.";"1.5";"Ing. Pavel Vít, Ph.D.";"1.5";"2015-06-22";"1.5";"Zařízení pro sledování objektu s nízkou spotřebou";"Low power camera trap used for property surveillance";"B";"CS"
"7791306";"630257707605";"1";"Ing. Pavel Kubalík, Ph.D.";"2.5";"Ing. Jaroslav Borecký, Ph.D.";"2";"2015-06-22";"2";"Řízení FPGA desky procesorem";"FPGA board controlled by a processor";"B";"CS"
"6254506";"644793477605";"1";"Ing. Filip Štěpánek";"1";"Dr.-Ing. Martin Novotný";"1";"2016-02-09";"1";"Implementace AES algoritmu pro FPGA";"FPGA Implementation of the AES Algorithm";"B";"CS"
"6254306";"692512488705";"1";"Ing. Miroslav Skrbek, Ph.D.";"1";"Ing. Pavel Kubalík, Ph.D.";"1.5";"2016-06-23";"1";"Periferie pro výuku vývoje ovladačů na desce ZYBO";"ZYBO board peripherals for the driver development course";"B";"CS"
"9234906";"704167960605";"1";"Ing. Matěj Bartík";"1.5";"Dr.-Ing. Martin Novotný";"1";"2016-06-15";"1";"Vývoj záznamového systému pro nahrávání audiokazet v průmyslovém měřítku";"Development of the sound recording system for audiocassettes on an industrial scale";"M";"CS"
"7790706";"704893578905";"1";"Ing. Matěj Bartík";"1";"Ing. Miroslav Skrbek, Ph.D.";"2.5";"2016-06-23";"2";"Technologický demonstrátor Bluetooth Low Energy";"Technology demonstrator of Bluetooth Low Energy";"B";"CS"
"7798806";"705138207105";"1";"Ing. Matěj Bartík";"1";"Dr.-Ing. Martin Novotný";"2.5";"2016-06-23";"2";"Hardwarový modul pro šifrování dat v reálném čase";"Hardware module for real-time data encryption";"B";"CS"
"6259706";"706599171505";"1";"Dr.-Ing. Martin Novotný";"1";"Ing. Vojtěch Miškovský, Ph.D.";"1.5";"2017-02-08";"1";"Útoky postranními kanály na implementace kryptografických algoritmů";"Side channel analysis of cryptographic algorithms implementations";"B";"CS"
"7816806";"708060712205";"1";"Dr.-Ing. Martin Novotný";"1";"Ing. Vojtěch Miškovský, Ph.D.";"1";"2017-06-26";"1";"Útoky postranními kanály na implementace kryptografických algoritmů";"Side channel analysis of cryptographic algorithms implementations";"B";"EN"
"7793906";"709040373405";"1";"Ing. Ivo Háleček";"1";"Dr.-Ing. Martin Novotný";"1";"2017-06-26";"1";"Příprava laboratorních úloh pro bakalářský předmět Interaktivní aplikace s Arduinem";"Lab Tasks Set Preparation for the Bachalor Subject Interactive Arduino Applications";"B";"CS"
"7833706";"710276408305";"1";"Ing. Miroslav Skrbek, Ph.D.";"1";"Ing. Tomáš Vaňát, Ph.D.";"1";"2016-06-23";"1";"Model přístrojové desky automobilu";"Car dashboard model";"B";"CS"
"9236506";"711266617405";"1";"Ing. Radek Dobiáš, Ph.D., MBA";"1.5";"Dr.-Ing. Martin Novotný";"2";"2016-06-15";"2";"Funkční verifikace železničních zabezpečovacích zařízení";"Functional verification of railway interlocking equipment";"M";"CS"
"8399006";"717070374505";"1";"Ing. Pavel Vít, Ph.D.";"1";"Ing. Tomáš Vaňát, Ph.D.";"1";"2016-06-23";"1";"Programovatelný spínač zásuvky po USB";"USB programmable power switch";"B";"CS"
"6313906";"717588329905";"1";"Ing. Miroslav Skrbek, Ph.D.";"1";"Ing. Jan Bělohoubek";"1";"2016-06-23";"1";"Odrazům odolný mikrofonní vstup pro rozpoznávání řečových povelů robota";"A microphone input with dereverberation preprocessing for verbal robot command recognition";"B";"CS"
"6256106";"717850076705";"1";"Ing. Miroslav Skrbek, Ph.D.";"1.5";"Ing. Martin Daňhel, Ph.D.";"1";"2016-06-23";"1.5";"Propojení herního volantu se sběrnicí CAN";"Connection of a game wheel to the CAN bus";"B";"CS"
"9241306";"722767779105";"1";"";"1";"Ing. Pavel Vít, Ph.D.";"1";"2016-06-15";"1";"Rozšíření zařízení Ethernet Breaker";"Ethernet Breaker extension";"M";"EN"
"6262906";"726137879405";"1";"Ing. Pavel Kubalík, Ph.D.";"1";"Ing. Miroslav Skrbek, Ph.D.";"2";"2016-06-23";"2";"Knihovna funkcí pro palubní informační systém v hromadném dopravním prostředku";"Library of functions for public transport information system";"B";"CS"
"11654406";"781240245205";"1";"doc. Ing. Petr Fišer, Ph.D.";"2";"doc. Ing. Jan Schmidt, Ph.D.";"2";"2018-02-06";"2";"Paralelní optimalizace logických obvodů";"Parallel Optimization of Logic Circuits";"M";"CS"
"11688606";"787031344405";"1";"Ing. Pavel Kubalík, Ph.D.";"1";"Ing. Martin Daňhel, Ph.D.";"1";"2017-02-08";"1";"Vestavný systém pro letecký emulátor";"Embedded System for Fly Emulator";"B";"SL"
"8391206";"789571147405";"1";"";"1";"Ing. Miroslav Skrbek, Ph.D.";"2";"2017-02-08";"2";"Návrh a implementace modemového kabelu Jack/RS-232";"Design and implementation of a Jack/RS-232 modem cable";"B";"CS"
"9179506";"791333903005";"1";"";"1";"Ing. Jiří Dostál, Ph.D.";"1";"2017-06-26";"1";"Časomíra pro lukostřelecké závody";"Time control system for archery competitions";"B";"EN"
"9188806";"794350631705";"1";"Dr.-Ing. Martin Novotný";"1.5";"Ing. Ivo Háleček";"1.5";"2017-06-26";"1.5";"Počítačem řízená plošina pro posuv kamery/fotoaparátu";"Computer Controlled Camera Slider";"B";"CS"
"9171206";"811265380605";"1";"";"1";"Ing. Ivo Háleček";"1";"2017-06-26";"1";"Meteostanice s využitím Bluetooth Low Energy";"Meteostation using Bluetooth Low Energy";"B";"CS"
"9182206";"811526678505";"1";"Ing. Miroslav Skrbek, Ph.D.";"1";"Dr.-Ing. Martin Novotný";"1";"2017-06-21";"1";"Výukový přípravek s Peltiérovým článkem";"Educational Kit with the Peltier Device";"B";"CS"
"11658406";"811788738505";"1";"";"1";"doc. Ing. Jan Schmidt, Ph.D.";"1.5";"2017-06-15";"1";"Návrh generického digitálního SoC obvodu pro FPGA platformu";"Design of a generic digital SoC for FPGA platform";"M";"CS"
"9185906";"813656248005";"1";"Ing. Ivo Háleček";"2.5";"Ing. Jan Bělohoubek";"2.5";"2017-06-26";"2";"Firmware over the air (FOTA) pro přípravek Arduino";"Firmware over the air (FOTA) for Arduino development kit";"B";"CS"
"11722606";"816072129605";"1";"Ing. Stanislav Jeřábek";"1";"Ing. Jiří Buček, Ph.D.";"2";"2017-06-26";"1.5";"Návrh a realizace wattrouteru";"Design and realization of a wattrouter";"B";"CS"
"11658806";"816872062805";"1";"";"1";"Ing. Martin Kohlík, Ph.D.";"1";"2017-06-15";"1";"IO-Link Device pro testování IO-Link Masterů";"IO-Link Device for testing of IO-Link Masters";"M";"EN"
"9186006";"817147607605";"1";"Ing. Pavel Kubalík, Ph.D.";"1.5";"Ing. Viktor Černý";"2.5";"2017-06-21";"2";"Knihovna funkcí pro podporu diagnostického protokolu s pomocí UDP";"UDP support library for diagnostic protocol";"B";"CS"
"9214706";"817147834205";"1";"Dr.-Ing. Martin Novotný";"1";"Ing. Vojtěch Miškovský, Ph.D.";"1";"2017-06-26";"1";"Útok postranními kanály na implementaci algoritmu AES na platformě Altera";"Side channel attack on AES Implementation in Altera FPGA";"B";"CS"
"9673106";"817414119305";"1";"Dr.-Ing. Martin Novotný";"1";"Ing. Vojtěch Miškovský, Ph.D.";"1.5";"2017-06-26";"1";"Útok rozdílovou odběrovou analýzou na implementaci algoritmu AES na platformě Xilinx";"Differential Power Analysis Attack on AES Implementation in Xilinx FPGA";"B";"CS"
"9205106";"820643987305";"1";"Ing. Martin Kohlík, Ph.D.";"1";"Ing. Martin Daňhel, Ph.D.";"2";"2017-06-26";"2";"Analýza možností uživatelských funkcí a knihoven v Mathematice";"Analysis of the possibilities of user functions and libraries in Mathematica";"B";"CZ"
"9224406";"822545485305";"1";"Ing. Miroslav Hrončok";"1";"Ing. Miroslav Skrbek, Ph.D.";"2.5";"2018-06-25";"1.5";"Zapisovač USB flash pamětí";"USB Flash Drive Writer";"B";"EN"
"9244906";"823640721405";"1";"Ing. Matěj Bartík";"2.5";"Ing. Tomáš Čejka, Ph.D.";"4";"2017-06-15";"3";"Přístupový systém s využitím RFID karet";"RFID based access control system";"M";"CS"
"11651706";"833737562605";"1";"Dr. Ing. Sven Ubik";"1";"Ing. Pavel Kubalík, Ph.D.";"1.5";"2018-06-13";"1.5";"Přenos zvukových signálů počítačovou sítí na platformě Zynq";"Audio signal network transmissions with Zynq";"M";"CS"
"14283706";"888665231505";"1";"Dr.-Ing. Martin Novotný";"2";"Ing. Vojtěch Miškovský, Ph.D.";"1.5";"2018-06-25";"2";"Vliv obrany hardwarové implementace AES vůči fault-injection útokům na její odolnost před útoky rozdílovou odběrovou analýzou";"Influence of fault-injection prevention of hardware implementation of AES on its resistance against power analysis attacks";"B";"CS"
"13032906";"890512368105";"1";"Ing. Vojtěch Miškovský, Ph.D.";"1";"Dr.-Ing. Martin Novotný";"1";"2019-02-06";"1";"Programová výbava pro realizaci útoků postranními kanály";"Software toolkit for side-channel attacks";"M";"EN"
"13499606";"892358479705";"1";"doc. Dipl.-Ing. Dr. techn. Stefan Ratschan";"1";"doc. RNDr. Pavel Surynek, Ph.D.";"1";"2018-06-13";"1";"SAT s diferenciálními rovnicemi";"SAT with differential equations";"M";"CS"
"12032206";"895784973505";"1";"Dr.-Ing. Martin Novotný";"1";"Ing. Vojtěch Miškovský, Ph.D.";"1";"2018-06-25";"1";"Mobilní EKG";"Portable ECG";"B";"CS"
"11706706";"901390108705";"1";"Ing. Filip Štěpánek";"1";"Ing. Martin Kohlík, Ph.D.";"1";"2018-06-18";"1";"Zařízení pro měření radiačního záření";"Device for Measurement of Ionizing Radiation";"B";"CS"
"11687306";"902188975505";"1";"Ing. Miroslav Skrbek, Ph.D.";"1";"Ing. Jiří Kašpar";"2";"2018-06-25";"1.5";"Simulátor kolového robota";"Wheeled Robot Simulator";"B";"CS"
"13016906";"907623475205";"1";"Ing. Filip Štěpánek";"1";"Dr.-Ing. Martin Novotný";"1";"2018-06-13";"1";"Sledování stavu vozidla prostřednictvím mobilní aplikace";"Monitoring the State of the Vehicle using Mobile Application";"M";"CS"
"11687406";"911201454505";"1";"Ing. Pavel Kubalík, Ph.D.";"1";"Ing. Martin Daňhel, Ph.D.";"2";"2018-06-18";"1.5";"Nástroj pro generování vývojových diagramů z podmnožiny jazyka C";"A tool for generating flowcharts from a subset of C language";"B";"CS"
"11719506";"917342832405";"1";"Ing. Pavel Kubalík, Ph.D.";"1";"Ing. Jaroslav Borecký, Ph.D.";"1";"2018-06-18";"1";"Inteligentní ovládání a správa běžných zařízení v domácnosti";"Controlling and managing device of smart home";"B";"CS"
"11707106";"918744399405";"1";"Dr.-Ing. Martin Novotný";"1";"Ing. Petr Pulc";"1";"2018-06-25";"1";"Pitch shifting audio signálů v reálném čase pomocí STFT na DSP procesoru";"Pitch Shifting of Audio Signals in Real Time Using STFT on a Digital Signal Processor";"B";"EN"
"14248706";"919024453005";"1";"Ing. Martin Daňhel, Ph.D.";"1";"Ing. Martin Kohlík, Ph.D.";"1";"2018-06-13";"1";"Inteligentní zabezpečovací systém garáže: Nadřazený systém";"Intelligent security system of a garage: Superset system";"M";"CS"
"9223006";"919585599105";"1";"Ing. Jiří Buček, Ph.D.";"1";"prof. Ing. Róbert Lórencz, CSc.";"1";"2018-06-25";"1";"Analýza úniku informace odběrovým postranním kanálem z mikrořadiče";"Power side channel information leakage of a microcontroller";"B";"EN"
"13029506";"919864772605";"1";"Ing. Stanislav Jeřábek";"1";"Dr.-Ing. Martin Novotný";"1";"2019-02-06";"1";"Obrany proti útokům postranními kanály založené na dynamické rekonfiguraci FPGA";"Side-channel attack countermeasures based on dynamic reconfiguration of FPGA";"M";"CS"
"12985606";"920985377805";"1";"Ing. Pavel Kubalík, Ph.D.";"1";"Ing. Martin Kohlík, Ph.D.";"1.5";"2018-06-18";"1";"Generátor elektrických obvodů pro předmět ČAO";"Automatic analog circuit generator";"B";"CS"
"11732106";"921264440705";"1";"Ing. Jan Šedivý, CSc.";"1.5";"Ing. Jaroslav Borecký, Ph.D.";"4";"2018-06-18";"3";"Internet věcí pro kancelář";"Office IoT";"B";"EN"
"12990606";"921265162405";"1";"Ing. Pavel Kubalík, Ph.D.";"2";"Ing. Martin Daňhel, Ph.D.";"2";"2018-06-18";"2";"Programovatelné zařízení s nízkou spotřebou pro ochranu baterie";"Low power programmable device for battery protection";"B";"CS"
"12997606";"921546363905";"1";"Ing. Miroslav Skrbek, Ph.D.";"1";"Ing. František Štampach, Ph.D.";"2";"2018-06-25";"2";"Robot NAO matematikem";"Robot NAO as an Mathematician";"B";"CS"
"11727906";"922386063505";"1";"Ing. Miroslav Skrbek, Ph.D.";"1";"Ing. Robert Hülle";"1.5";"2018-06-25";"1";"Systém pro hromadnou správu programového vybavení robotů";"System for Software Management of Multiple Robots";"B";"CS"
"13028706";"922950118005";"1";"doc. Ing. Hana Kubátová, CSc.";"2";"Ing. Martin Kohlík, Ph.D.";"2";"2018-06-13";"2";"Implementace Petriho sítě v hradlovém poli";"Petri Net Implementation in FPGA";"M";"CS"
"11689106";"923231900705";"1";"Ing. Jaroslav Borecký, Ph.D.";"1";"Ing. Martin Kohlík, Ph.D.";"1";"2018-06-18";"1";"Dálkový ovladač modelu auta";"Remote control of the model car";"B";"CS"
"13683906";"923233848105";"1";"Ing. Jiří Buček, Ph.D.";"2.5";"Dr.-Ing. Martin Novotný";"3";"2019-02-06";"3";"Maskování šifry AES na mikrořadiči a DPA druhého řádu";"Masked AES cipher on a microcontroller and Second-order DPA";"M";"EN"
"11728106";"924360023705";"1";"Ing. Pavel Kubalík, Ph.D.";"1";"Ing. Robert Hülle";"1.5";"2018-06-18";"1.5";"Univerzální vývojová deska s Arduinem";"Universal development board with Arduino";"B";"CS"
"9199706";"925483037905";"1";"Ing. Pavel Kubalík, Ph.D.";"2";"Ing. Martin Daňhel, Ph.D.";"2";"2018-06-18";"2";"Inteligentní zrcadlo s Raspberry Pi pro ovládání chytré domácnosti";"Intelligent mirror with Raspberry Pi for smart home control";"B";"SL"
"11647306";"925483822305";"2";"Ing. Jiří Buček, Ph.D.";"1";"Ing. Josef Kokeš";"1.5";"2019-02-06";"1.5";"Analýza bezpečnosti USB paměti";"Security analysis of USB drive";"M";"EN"
"11647306";"925483822305";"2";"Ing. Jiří Buček, Ph.D.";"1";"Ing. Josef Kokeš";"1.5";"2019-02-06";"1.5";"Analýza bezpečnosti USB paměti";"Security analysis of USB drive";"M";"EN"
"11647306";"925483822305";"1";"Ing. Jiří Buček, Ph.D.";"3";"Ing. Josef Kokeš";"4";"2018-06-13";"4";"Analýza bezpečnosti USB paměti";"Security analysis of USB drive";"M";"EN"
"11647306";"925483822305";"1";"Ing. Jiří Buček, Ph.D.";"3";"Ing. Josef Kokeš";"4";"2018-06-13";"4";"Analýza bezpečnosti USB paměti";"Security analysis of USB drive";"M";"EN"
"13502506";"926862362405";"1";"Ing. Peter Macejko";"1.5";"Ing. Robert Hülle";"1";"2018-06-13";"1";"Informační systém pro podporu provozu jídelny";"Information system to support  dining room operation";"M";"SL"
"9194406";"927420876105";"1";"doc. Ing. Jan Schmidt, Ph.D.";"1";"Ing. Tomáš Zahradnický, Ph.D.";"1";"2018-06-25";"1";"Emulátor instrukční sady výukového procesoru";"Instruction set emulator for a didactic processor";"B";"CS"
"13028206";"930992558505";"1";"Ing. Peter Macejko";"1.5";"Ing. Viktor Černý";"3";"2019-02-06";"2.5";"Analýza dat ze senzorů s využitím SoC ESP32";"Analysis of sensoric data with SoC ESP32";"M";"CS"
"11710406";"940308738505";"1";"";"1";"Dr.-Ing. Martin Novotný";"2";"2019-06-18";"1.5";"Implementace lokalizačního systému s využitím bluetooth beaconů";"Implementation of localization system with bluetooth beacons";"B";"CS"
"14299206";"1002591962205";"1";"Ing. Martin Kohlík, Ph.D.";"1";"Ing. Martin Daňhel, Ph.D.";"1.5";"2019-06-12";"1.5";"Výpočty nehomogenních spolehlivostních modelů";"Nonhomogeneous dependability models calculations";"M";"CS"
"14299306";"1007881912105";"1";"Ing. Jakub Klemsa";"1";"Dr.-Ing. Martin Novotný";"2";"2019-06-12";"1";"Implementace a vyhodnocení efektivity schématu VeraGreg na nízkonákladovém mikrokontroléru";"Implementation and Effectiveness Evaluation of the VeraGreg Scheme on a Low-Cost Microcontroller";"M";"EN"
"14793106";"1007882012205";"1";"Dr. Ing. Sven Ubik";"1";"Ing. Matěj Bartík";"1";"2019-06-12";"1";"Hardwarové zrcadlo paketů";"Hardware packet mirror";"M";"CS"
"12990006";"1009818838505";"1";"Ing. Miroslav Skrbek, Ph.D.";"1";"Ing. Martin Kohlík, Ph.D.";"1.5";"2019-06-18";"1";"Sledování telemetrických dat robotů pomocí holografických brýlí";"Projection of the robot telemetric data by Hololens";"B";"CS"
"12987406";"1015998627405";"1";"Ing. Miroslav Skrbek, Ph.D.";"1";"Ing. Ivo Háleček";"1";"2019-06-18";"1";"Knihovna pro řízení šestinohého robota";"A Library for the Hexapod robot control";"B";"CS"
"14294106";"1021491384905";"1";"Ing. Miroslav Skrbek, Ph.D.";"1.5";"Ing. Martin Kohlík, Ph.D.";"1";"2019-06-12";"1";"Spolupráce průmyslového kooperativního robota s pracovníkem s holografickými brýlemi";"Cooperation of an industrial cooperative robot with a worker with holographic glasses";"M";"CS"
"12970206";"1023507842805";"1";"Ing. Martin Daňhel, Ph.D.";"1";"Ing. Filip Štěpánek";"1";"2019-06-18";"1";"Návrh a implementace chytrého domu";"SmartHome - Design and Implementation";"B";"CS"
"14320306";"1023507992505";"1";"Ing. Pavel Kubalík, Ph.D.";"1.5";"Ing. Jaroslav Borecký, Ph.D.";"2";"2020-06-24";"2.5";"Dálkově ovládané čtyřkolové vozítko využívající platformu Arduino";"4-wheels vehicle using the Arduino platform with a remote control";"B";"CS"
"12971906";"1023508625105";"1";"Dr.-Ing. Martin Novotný";"1";"Ing. Stanislav Jeřábek";"1";"2020-02-04";"1";"Ochrana šifry PRESENT prostřednictvím falešných a vícenásobnýcch rund na FPGA";"Dummy and multiple rounds countermaesure of PRESENT cipher in FPGA";"B";"CS"
"11739106";"1023799165305";"1";"Ing. Pavel Kubalík, Ph.D.";"1";"Ing. Petr Socha";"1";"2019-06-18";"1";"Přenosný zvukový syntezátor se záznamem více stop";"Portable sound synthesizer with multiple track recording";"B";"CS"
"13014406";"1024087111305";"1";"Ing. Pavel Kubalík, Ph.D.";"1.5";"Ing. Martin Kohlík, Ph.D.";"1.5";"2019-06-18";"1.5";"Realizace základních matematických funkcí s pomocí hardware";"Hardware implementation of essential mathematical functions";"B";"CS"
"11694406";"1026111696605";"2";"Ing. Miroslav Skrbek, Ph.D.";"2";"Ing. Petr Socha";"2.5";"2020-06-24";"2";"Robotická ruka";"Robotic Hand";"B";"CS"
"11694406";"1026111696605";"2";"Ing. Miroslav Skrbek, Ph.D.";"2";"Ing. Petr Socha";"2.5";"2020-06-24";"2";"Robotická ruka";"Robotic Hand";"B";"CS"
"11694406";"1026111696605";"1";"Ing. Miroslav Skrbek, Ph.D.";"4";"Ing. Petr Socha";"4";"2019-06-18";"4";"Robotická ruka";"Robotic Hand";"B";"CS"
"11694406";"1026111696605";"1";"Ing. Miroslav Skrbek, Ph.D.";"4";"Ing. Petr Socha";"4";"2019-06-18";"4";"Robotická ruka";"Robotic Hand";"B";"CS"
"14244406";"1027846247605";"1";"Ing. Matěj Bartík";"2";"Ing. Jaroslav Borecký, Ph.D.";"1";"2019-06-12";"1.5";"Implementace kompresního algoritmu LZ4 s vysokou propustností v FPGA";"High throughput FPGA implementation of LZ4 algorithm";"M";"EN"
"14319006";"1050127796605";"1";"doc. Ing. Petr Fišer, Ph.D.";"4";"Ing. Jan Bělohoubek";"4";"2020-08-31";"4";"Určování míry podobnosti logických obvodů založené na grafových algoritmech";"Graph-Algorithms Based Estimation of Logic Circuits Similarity";"M";"CS"
